,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,cluster_labels,bathroom_map,sentiment,host_verifications_count,amenities_count
6550,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.73183,1,37
6551,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.74426,1,37
6552,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.79597,1,37
6553,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.75825,1,37
6554,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.73559,1,37
6555,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.8517600000000001,1,37
6556,13689736,95.1411983196497,0,3,4,1,0,3,2,1.0,1.0,63.0,1,10,1,3,17,47,137,594,105,11,4.43,4.74,4.58,4.76,4.77,4.48,4.56,1,3,0,3,0,7.86,0,7.0,0.76677,1,37
6557,13691396,95.69947029025757,0,1,1,1,0,4,5,3.0,3.0,180.0,1,1125,1,0,0,0,0,3,0,0,4.67,4.33,4.33,4.67,5.0,4.0,4.67,1,1,1,0,0,0.04,2,9.0,0.9308700000000001,2,13
6558,13693205,94.48681446835434,0,1,1,1,1,4,4,2.0,2.0,104.0,4,14,1,0,0,0,0,7,0,0,4.86,5.0,5.0,5.0,5.0,5.0,4.86,0,1,1,0,0,0.09,6,11.0,0.88971,2,14
6559,13699069,92.17744498259714,0,1,1,1,0,4,2,1.0,1.0,99.0,3,7,1,0,0,0,0,0,0,0,4.583465708183349,4.709807725577676,4.542685965640042,4.776509015087306,4.7880737558066935,4.681907103726957,4.533168156470597,0,1,1,0,0,1.385634383519866,2,6.0,,3,14
6560,13707984,90.94653215720241,0,1,1,1,0,4,2,1.0,1.0,200.0,1,1125,1,0,0,0,0,4,0,0,4.75,5.0,4.5,5.0,5.0,4.5,4.75,1,1,1,0,0,0.05,0,6.0,0.9096200000000001,1,8
6561,13711379,97.26475019940102,0,1,1,1,1,4,6,5.0,5.0,105.0,4,9,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,2,9.0,0.976,3,19
6562,13721777,92.17744498259714,0,2,2,1,1,3,2,1.0,1.0,60.0,1,1125,1,0,0,0,0,0,0,0,4.583465708183349,4.709807725577676,4.542685965640042,4.776509015087306,4.7880737558066935,4.681907103726957,4.533168156470597,0,2,0,2,0,1.385634383519866,0,5.0,,2,17
6563,13739315,100.0,0,1,1,1,0,4,7,4.0,5.0,750.0,7,58,1,0,0,0,8,2,2,1,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1,1,0,0,0.9,0,13.0,0.9756,2,47
6564,13740674,100.0,1,1,1,1,1,4,7,4.0,4.0,220.0,14,1125,1,9,30,50,301,91,7,1,4.88,4.87,4.73,4.98,4.98,4.84,4.76,0,1,1,0,0,1.24,6,9.0,0.9738,2,26
6565,13740674,100.0,1,1,1,1,1,4,7,4.0,4.0,220.0,14,1125,1,9,30,50,301,91,7,1,4.88,4.87,4.73,4.98,4.98,4.84,4.76,0,1,1,0,0,1.24,6,9.0,0.9825799999999999,2,26
6566,13740674,100.0,1,1,1,1,1,4,7,4.0,4.0,220.0,14,1125,1,9,30,50,301,91,7,1,4.88,4.87,4.73,4.98,4.98,4.84,4.76,0,1,1,0,0,1.24,6,9.0,0.9497,2,26
6567,13740674,100.0,1,1,1,1,1,4,7,4.0,4.0,220.0,14,1125,1,9,30,50,301,91,7,1,4.88,4.87,4.73,4.98,4.98,4.84,4.76,0,1,1,0,0,1.24,6,9.0,0.91961,2,26
6568,13740674,100.0,1,1,1,1,1,4,7,4.0,4.0,220.0,14,1125,1,9,30,50,301,91,7,1,4.88,4.87,4.73,4.98,4.98,4.84,4.76,0,1,1,0,0,1.24,6,9.0,0.85321,2,26
6569,13742700,100.0,0,1,1,1,1,4,4,3.0,3.0,255.0,15,365,1,0,0,0,0,52,14,3,4.67,4.61,4.69,4.83,4.71,4.69,4.67,0,1,1,0,0,0.69,5,11.0,0.9215,2,13
6570,13742700,100.0,0,1,1,1,1,4,4,3.0,3.0,255.0,15,365,1,0,0,0,0,52,14,3,4.67,4.61,4.69,4.83,4.71,4.69,4.67,0,1,1,0,0,0.69,5,11.0,0.98,2,13
6571,13742700,100.0,0,1,1,1,1,4,4,3.0,3.0,255.0,15,365,1,0,0,0,0,52,14,3,4.67,4.61,4.69,4.83,4.71,4.69,4.67,0,1,1,0,0,0.69,5,11.0,0.8134100000000001,2,13
6572,13749033,92.6195209686478,0,1,1,1,0,4,3,2.0,2.0,70.0,4,13,1,0,0,0,0,0,0,0,4.603762612077216,4.711649179806726,4.544698048119538,4.778125059473921,4.7928777490153145,4.701990696910134,4.544695968762258,0,1,1,0,0,1.1431838790127369,2,6.0,,2,6
6573,13749993,100.0,1,21,21,1,1,4,5,2.0,3.0,189.0,2,1125,1,0,3,3,3,120,21,2,4.92,4.94,4.92,4.99,4.97,4.92,4.9,1,15,13,0,0,1.59,3,11.0,0.89828,3,32
6574,13749993,100.0,1,21,21,1,1,4,5,2.0,3.0,189.0,2,1125,1,0,3,3,3,120,21,2,4.92,4.94,4.92,4.99,4.97,4.92,4.9,1,15,13,0,0,1.59,3,11.0,0.8485299999999999,3,32
6575,13749993,100.0,1,21,21,1,1,4,5,2.0,3.0,189.0,2,1125,1,0,3,3,3,120,21,2,4.92,4.94,4.92,4.99,4.97,4.92,4.9,1,15,13,0,0,1.59,3,11.0,0.89331,3,32
6576,13749993,100.0,1,21,21,1,1,4,5,2.0,3.0,189.0,2,1125,1,0,3,3,3,120,21,2,4.92,4.94,4.92,4.99,4.97,4.92,4.9,1,15,13,0,0,1.59,3,11.0,0.9101600000000001,3,32
6577,13750546,89.95851605096853,0,3,3,1,1,3,2,1.0,1.0,75.0,1,7,1,0,0,0,0,22,0,0,4.55,4.82,4.41,4.81,4.95,5.0,4.33,0,3,0,3,0,0.32,0,5.0,0.79162,2,16
6578,13757779,78.5007862161031,0,1,1,1,1,3,2,1.0,1.0,62.0,1,1125,1,0,0,0,0,5,0,0,4.2,5.0,3.5,5.0,4.75,4.6,4.2,1,1,0,1,0,0.07,0,7.0,0.54623,2,13
6579,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.79305,1,23
6580,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.85598,1,23
6581,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.72222,1,23
6582,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.6171300000000001,1,23
6583,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.77987,1,23
6584,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.71949,1,23
6585,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.68478,1,23
6586,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.83896,1,23
6587,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.894,1,23
6588,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.76283,1,23
6589,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.88203,1,23
6590,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.8531,1,23
6591,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.71086,1,23
6592,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.71934,1,23
6593,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.70739,1,23
6594,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.73087,1,23
6595,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.7649100000000001,1,23
6596,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.75763,1,23
6597,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.7964899999999999,1,23
6598,13759408,97.05132692051843,0,3,4,1,0,3,2,1.0,1.0,60.0,1,15,1,2,13,43,134,588,110,6,4.58,4.81,4.68,4.82,4.84,4.49,4.67,1,3,0,3,0,7.8,6,7.0,0.74717,1,23
6599,13759419,100.0,1,1,1,1,0,4,7,3.0,4.0,500.0,3,1125,1,16,43,64,64,78,34,4,4.85,4.9,4.88,4.86,4.92,4.65,4.73,0,1,1,0,0,1.41,5,15.0,0.85614,2,41
6600,13759419,100.0,1,1,1,1,0,4,7,3.0,4.0,500.0,3,1125,1,16,43,64,64,78,34,4,4.85,4.9,4.88,4.86,4.92,4.65,4.73,0,1,1,0,0,1.41,5,15.0,0.8145100000000001,2,41
6601,13761510,92.17744498259714,0,1,1,1,0,4,2,1.0,1.0,120.0,3,1125,1,0,0,0,0,0,0,0,4.583465708183349,4.709807725577676,4.542685965640042,4.776509015087306,4.7880737558066935,4.681907103726957,4.533168156470597,0,1,1,0,0,1.385634383519866,5,6.0,,2,13
6602,13764890,93.21243392363745,0,2,2,1,1,3,2,1.0,1.0,65.0,1,6,1,0,0,0,0,2,0,0,4.5,4.5,5.0,5.0,5.0,4.5,4.5,0,2,0,2,0,0.03,0,5.0,0.8640000000000001,2,9
6603,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.9865,2,30
6604,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.89175,2,30
6605,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.9433799999999999,2,30
6606,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.91512,2,30
6607,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.84906,2,30
6608,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.79446,2,30
6609,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.82857,2,30
6610,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.8587799999999999,2,30
6611,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.8556,2,30
6612,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.6812,2,30
6613,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.77666,2,30
6614,13767409,92.19637531820798,0,2,3,1,1,4,5,2.0,3.0,143.0,1,1125,1,0,0,0,0,242,0,0,4.55,4.83,4.55,4.89,4.83,4.77,4.64,1,2,2,0,0,3.24,5,6.0,0.6122,2,30
6615,13767500,89.93308389538126,0,1,1,1,0,4,4,1.0,2.0,150.0,2,1125,1,0,0,0,0,5,0,0,4.6,5.0,5.0,5.0,4.6,4.8,4.8,0,1,1,0,0,0.07,5,6.0,0.946,1,14
6616,13767859,92.6195209686478,0,1,1,1,0,4,4,2.0,2.0,160.0,7,14,1,0,0,0,0,0,0,0,4.603762612077216,4.711649179806726,4.544698048119538,4.778125059473921,4.7928777490153145,4.701990696910134,4.544695968762258,0,1,1,0,0,1.1431838790127369,0,11.0,,2,15
6617,13774416,93.16531464285023,0,1,1,1,0,4,2,1.0,1.0,120.0,3,1125,1,0,0,0,0,38,1,0,4.72,4.94,4.81,4.94,5.0,4.81,4.61,0,1,1,0,0,0.69,0,11.0,0.80242,1,22
6618,13776599,34.7736770997052,0,1,1,1,1,3,2,1.0,2.0,80.0,2,5,1,0,0,0,0,1,0,0,0.0,1.5616472829783845,0.08207861789600468,2.4476768021165176,2.4279615855321737,2.8391218083287897,0.8912301907283475,0,1,0,1,0,0.01,3,9.0,0.0,2,15
6619,13779492,95.7255136791211,0,1,1,1,0,3,1,1.0,1.0,50.0,1,7,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.01,2,7.0,0.9562,2,13
6620,13783906,93.35209854247327,0,1,1,1,1,3,2,1.0,1.0,88.0,2,7,1,0,0,0,0,22,0,0,4.64,4.68,4.82,4.95,4.86,4.5,4.57,0,1,0,1,0,0.29,5,5.0,0.9623799999999999,2,9
6621,13783906,93.35209854247327,0,1,1,1,1,3,2,1.0,1.0,88.0,2,7,1,0,0,0,0,22,0,0,4.64,4.68,4.82,4.95,4.86,4.5,4.57,0,1,0,1,0,0.29,5,5.0,0.93056,2,9
6622,13786700,100.0,0,1,1,1,1,3,2,1.0,1.0,59.0,2,7,1,4,4,4,4,28,2,0,4.46,4.71,4.07,4.89,4.96,4.44,4.43,0,1,0,1,0,0.37,2,5.0,0.90617,2,36
6623,13786700,100.0,0,1,1,1,1,3,2,1.0,1.0,59.0,2,7,1,4,4,4,4,28,2,0,4.46,4.71,4.07,4.89,4.96,4.44,4.43,0,1,0,1,0,0.37,2,5.0,0.8335,2,36
6624,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.9028799999999999,1,24
6625,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.82632,1,24
6626,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.7803899999999999,1,24
6627,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.86745,1,24
6628,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.9148,1,24
6629,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.7519,1,24
6630,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.79929,1,24
6631,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.75052,1,24
6632,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.6916399999999999,1,24
6633,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.6982,1,24
6634,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.73607,1,24
6635,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.69225,1,24
6636,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.67325,1,24
6637,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.76331,1,24
6638,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.73987,1,24
6639,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.77604,1,24
6640,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.78094,1,24
6641,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.6343,1,24
6642,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.71997,1,24
6643,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.79785,1,24
6644,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.78286,1,24
6645,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.7351,1,24
6646,13787166,94.98263434241363,0,3,4,1,0,3,2,1.0,1.0,62.0,1,15,1,3,16,46,136,562,95,12,4.46,4.76,4.6,4.81,4.83,4.55,4.59,1,3,0,3,0,7.45,6,7.0,0.66652,1,24
6647,13792057,94.96643074792117,0,1,2,1,1,4,2,1.0,1.0,60.0,4,18,1,0,0,0,0,42,0,0,4.9,4.95,4.83,5.0,4.95,4.76,4.8,0,1,1,0,0,0.57,3,6.0,0.9685,2,50
6648,13792057,94.96643074792117,0,1,2,1,1,4,2,1.0,1.0,60.0,4,18,1,0,0,0,0,42,0,0,4.9,4.95,4.83,5.0,4.95,4.76,4.8,0,1,1,0,0,0.57,3,6.0,0.9657,2,50
6649,13792057,94.96643074792117,0,1,2,1,1,4,2,1.0,1.0,60.0,4,18,1,0,0,0,0,42,0,0,4.9,4.95,4.83,5.0,4.95,4.76,4.8,0,1,1,0,0,0.57,3,6.0,0.8746,2,50
6650,13792057,94.96643074792117,0,1,2,1,1,4,2,1.0,1.0,60.0,4,18,1,0,0,0,0,42,0,0,4.9,4.95,4.83,5.0,4.95,4.76,4.8,0,1,1,0,0,0.57,3,6.0,0.87751,2,50
6651,13794228,93.42642730315252,0,1,1,1,1,3,2,1.0,1.0,80.0,1,1125,1,0,0,0,0,19,0,0,4.47,4.42,4.79,4.68,4.89,4.42,4.53,0,1,0,1,0,0.25,5,7.0,0.9741,2,14
6652,13794228,93.42642730315252,0,1,1,1,1,3,2,1.0,1.0,80.0,1,1125,1,0,0,0,0,19,0,0,4.47,4.42,4.79,4.68,4.89,4.42,4.53,0,1,0,1,0,0.25,5,7.0,0.89638,2,14
6653,13796842,100.0,0,2,2,1,1,3,2,1.0,2.0,73.0,2,1125,1,2,2,2,2,94,12,2,4.88,4.9,4.88,4.99,4.98,4.71,4.87,0,2,0,2,0,1.28,0,5.0,0.8977,2,18
6654,13796842,100.0,0,2,2,1,1,3,2,1.0,2.0,73.0,2,1125,1,2,2,2,2,94,12,2,4.88,4.9,4.88,4.99,4.98,4.71,4.87,0,2,0,2,0,1.28,0,5.0,0.943,2,18
6655,13796842,100.0,0,2,2,1,1,3,2,1.0,2.0,73.0,2,1125,1,2,2,2,2,94,12,2,4.88,4.9,4.88,4.99,4.98,4.71,4.87,0,2,0,2,0,1.28,0,5.0,0.9444799999999999,2,18
6656,13796842,100.0,0,2,2,1,1,3,2,1.0,2.0,73.0,2,1125,1,2,2,2,2,94,12,2,4.88,4.9,4.88,4.99,4.98,4.71,4.87,0,2,0,2,0,1.28,0,5.0,0.92365,2,18
6657,13796842,100.0,0,2,2,1,1,3,2,1.0,2.0,73.0,2,1125,1,2,2,2,2,94,12,2,4.88,4.9,4.88,4.99,4.98,4.71,4.87,0,2,0,2,0,1.28,0,5.0,0.90312,2,18
6658,13796842,100.0,0,2,2,1,1,3,2,1.0,2.0,73.0,2,1125,1,2,2,2,2,94,12,2,4.88,4.9,4.88,4.99,4.98,4.71,4.87,0,2,0,2,0,1.28,0,5.0,0.84596,2,18
6659,13797447,100.0,1,1,1,1,1,4,4,2.0,3.0,120.0,14,69,1,1,2,2,80,164,7,1,4.95,4.98,4.99,4.98,4.95,4.93,4.85,0,1,1,0,0,2.19,5,9.0,0.971,2,21
6660,13797447,100.0,1,1,1,1,1,4,4,2.0,3.0,120.0,14,69,1,1,2,2,80,164,7,1,4.95,4.98,4.99,4.98,4.95,4.93,4.85,0,1,1,0,0,2.19,5,9.0,0.9752,2,21
6661,13797447,100.0,1,1,1,1,1,4,4,2.0,3.0,120.0,14,69,1,1,2,2,80,164,7,1,4.95,4.98,4.99,4.98,4.95,4.93,4.85,0,1,1,0,0,2.19,5,9.0,0.9195,2,21
6662,13797447,100.0,1,1,1,1,1,4,4,2.0,3.0,120.0,14,69,1,1,2,2,80,164,7,1,4.95,4.98,4.99,4.98,4.95,4.93,4.85,0,1,1,0,0,2.19,5,9.0,0.9244600000000001,2,21
6663,13797447,100.0,1,1,1,1,1,4,4,2.0,3.0,120.0,14,69,1,1,2,2,80,164,7,1,4.95,4.98,4.99,4.98,4.95,4.93,4.85,0,1,1,0,0,2.19,5,9.0,0.9061,2,21
