Reviews,Ratings
"Darkey  Kelley’s has it all. Great food , honest friendly caring staff, and daily music. I saw them constantly trying to find people seats. The music varies in talent but was great. The food was very good. We had the fish n chips each once,...More",5.0
"12 friends from North of Norway was travelling to visit Dublin for the weekend. Luckely we find this pub. We loved the joy, the service, the food and the people working there! A special regard to the man standing by the door and the band...More",5.0
"We went in not long after we arrived in Dublin and immediately were impressed.

The staff, like most Dubliners, were engaging and witty. Food and drinks were promptly served and of fine quality and good value.

We went back a couple more times and our...More",5.0
"We just got home from a wonderful 10 day trip in Ireland.  The last part of our trip was spent in Dublin.  We had the pleasure to enjoy Darkey Kelly's several nights for dinner and drinks.  This place is AMAZING!  Anna and her team, Mo,...More",5.0
"last week (8th march) i was in dublin and i went to visit this pub. Totally recommended, good live music, very tasty food and very good beer. The staff is very friendly and attentive, I had a problem with an older waiter, hairless, who seemed...More",4.0
Been here mant times for a pint. Had lunch this weekend and it was really good. Beef stew was great and so was the open seafood sandwaich. And very reasonably priced too,5.0
Lovely pub with a great atmosphere for 6 Nations rugby. Service is fast & the staff are really friendly even the security man outside stood out in pouring rain to try & flag down a taxi for us. This place takes pride in what it...More,5.0
"A traditional irish pub with live music played by locals... Excellent food and beer! 
Amazing atmosphere and personnel! 
A place you will definitely want to visit more than once!",5.0
"we arrived for food . was no space  but the man on the door told us to have a drink and got us a table after time.     
we love this pub,   the music is real irish old  type . not new music .
thank you...More",5.0
"Called in here for a couple of drinks each night whilst staying at the Harding Hotel next door. Unfortunately the kitchen was out of action (not their fault) so couldn't sample their cooking - so my star rating means nothing, but couldn't deselect it.  However...More",5.0
"If you like live music away from Temple Bar, this is the place. The majority of people in there were Irish including lots of locals. The bar service was excellent and welcoming. My wife and I are in our 60's and absolutely loved the place....More",5.0
"Having read the excellent reviews my son and I were very excited about dining at Chapter 1.  The food was truly exceptional, the quality, cooking, combination of flavours and presentation are better described by more experienced fine diners but , to give you an idea..., we closed our eyes to better savour each bite of the dishes on the tasting menu as it arrived !  The whole experience was further enhanced by our lovely waitress Francesca who described each course.  I also have to mention Paul who, after chatting with us about our wine likes and dislikes, suggested a really delicious wine perfectly tailored to our palettes.  Finally Luba gave us a lovely warm welcome  and returned to our table a few times throughout the evening when he realised we were up for the chat  - and mad to practise some very rusty Italian.  This was a truly unique experience and a stand out life  event for both us - thank you 🙏More",5.0
"Amazing experience, could not fault the food. Enjoyed the night very much. Interesting menu. Service impeccable.  Great atmosphere",5.0
"So, ordinary Dublin couple in our dotage, with voucher from the kids for wedding anniversary had to try book this place for over a year!! But what a well worth wait, shout out to Jimmy in particular,  who made us feel like we were his...friends, not clients!
Don't need to go on about the food, it's a given that it's amazing but what really impressed us were the little touches like the extra canapé,  the extra ice cream with dessert and the takeaway brioche for our breakfast, above and beyond! 
Yes, it's expensive,  a treat once a year for us but my God, was worth every penny!More",5.0
We were a party of 4 and choose the 6 course tasting menu with the standard wine pairing with each course. Also served several canapes before the 1st course. Topped off with tableside Irish coffee (which was quite a show!) and a selection of petit...fours. Everything tasted fantastic and was a work of art as well.More,5.0
My husband and I had lunch with four friends here today. It has been my favourite restaurant for a very long time and today did not disappoint.  Exquisite food and wine in a beautiful venue with fantastic service. We all loved every minute of it....Utterly sublime in every way.More,5.0
"Let me start off by saying we have been to amazing restaurants throughout the world.  Michelin star restaurants, check, hard to get reservations, check, impeccable service been there done that, tasting menus with amazing wines obviously right up our alley.  While we had high expectations...we thought we had experienced similar restaurants and were prepared for this to be another good memory.  How naive we were...
 
The menu and progression of food is truly a work of art.  We left not feeling as if we had an amazing meal but an emotional experience ( similar to seeing Pavarotti perform in Fano Italy in the 2000s)  I will honestly admit I was not capable of understanding the complexity of the menu and I am sure I missed so many of the nuances built in for someone with a more educated pallet.  One of the other people  with us, who is a trained chef (not cook but chef) was so blown away by the complexity and how each course paired perfectly with the last and prepared you for the next.  

I have been in much stuffier restaurants and I think part of what lulls you in is the relaxed atmosphere.  I am frustrated with my lack of ability to describe how much we loved the food and the experience.  All I can say is it well worth every penny and will probably be in our top 5 all time experiences.More",5.0
"Chapter One was the recommendation from a chef friend who extolled the virtues of it so much so that we simply had to make a trip to Dublin to dine there. For us, a weekend break for fine dining is not unusual, although usually it's...for a 3* rather than 2* restaurant.

For a basement room, Chapter One's decor is immediately warm, cosy and welcoming, you feel right at home from the moment you enter. There are several different dining areas here each with a distinct character and feel.

The wine list has plenty of hidden gems which is what one always wants to be able to find, rather than bottle after bottle with hideous London level markups.

Of course the food is the star here, and rightly so. The dishes have firm classical roots, yet include plenty of contemporary twists and turns such that they somehow manage to be both traditional and contemporary simultaneously. The barbecued lobster is a great example of this, using so many unusual ingredients, taking one from sweet to sharp to smoky. 

These layers upon layers of flavour were apparent in pretty much every dish here, with all elements absolutely perfectly executed and the seasoning spot on. There was a real lightness of touch about everything that we enjoyed. The hare a la royale in two servings was perhaps the best example of the ultra classical juxtaposed with the contemporary.

The pastry section was just as strong, with the desserts showcasing real skill and technique and continuing to exhibit the same level of complexity as the savoury courses.

Service was warm and friendly, with the chef frequently serving many of the tables in the restaurant personally which is always a lovely touch and something one doesn't see often enough these days.

The quality of the cooking here is better than a number of 3* Michelin restaurants that we've dined at, so I wouldn't be surprised to see Michelin awarding them an extra star sometime soon. This really is a kitchen that is at the top of its game. Definitely worth a special trip to dine here - we're already looking forward to our next visit.More",5.0
"We dined here for a special occasion and were delighted that the restaurant, despite being rated 2-stars by Michelin, was quite unstuffy and no jacket was required on an unseasonally warm night. The food was really quite good with no weak dishes on the Euro...170 per person tasting menu. Service was warm an attentive throughout the evening. Looking back on the meal it was quite expensive, with dinner for two plus apertifs and three glasses of wine coming in at Euro 490. I can remember eating some really fine meals, some even in Michelin starred restaurants, for significantly less than what I paid in Chapter One. So, a fine meal indeed, at a hefty cost. Not the best meal I have eaten, but certainly in the top twenty.  Value wise, not out of line for similar establishments in Ireland, but perhaps they are all appealing to a somewhat price-insensitive demographic.More",4.0
"I feel I would be remiss if I didn't review this restaurant immediately after dining. I ate at the chef's table with three of my colleagues while in Dublin on business. We booked this sort of last minute and I honestly didn't know what to...expect. I was not disappointed. 

The food was impeccable. Each plate was flawless. Each wine pairing was perfect. 

The service exceeded my expectations. Jimmy tended to our table and delivered at a level that left me in awe. 

The chef was everything.  

Last but not least, Charlie, the expediter, was beyond compare and should be given accolades for his attention to detail. 

Don't wait to go. Make the reservation. Go with an empty stomach, and prepare to be amazed.More",5.0
"Words genuinely cannot convey how spectacular this experience was. The ambience, the staff, the setting, the decor and most importantly the food were all exquisite. 

There was a power outage that day and we were worried that we'd miss our chance to eat here. Luckily...the staff were excellent and as soon as they could sit us we were treated to a free glass of champagne and what I can only describe as the most remarkable dining experience of my life. I honestly haven't got the vocabulary to describe how amazing this food was, sorry!More",5.0
"I was given a gift of a voucher for Chapter 1 Restaurant which €200 cash was paid for. There was no expiry date on it. Every time I tried to make a reservation I was told they were booked out. When I queried using my...voucher today, I was told it was worthless because it was too old.  They refused to honour it. 👎 to Chapter 1.More",1.0
"lucky enough to have secure a table while on our trip to Ireland. 

stunning room, absolutely amazing staff, food is just perfect and well thought. 

the whole experience was a little long, but still very enjoyable.",5.0
"I just had one of the best dining experiences of my life. My sons and I opted for the tasting menu and wine pairing experience. 
Each dish is a taste bud awakening to the most amazing flavours and satisfaction 
Every dish is a work of...art and so finely created 
Our wines were perfectly chosen by sommelier Farrah who is beyond excellent and thoroughly enjoyed by all
All the staff were particularly friendly and accommodating and very professional 
A truly wonderful evening 
Would highly recommend 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟More",5.0
Food was amazing.Staff were excellent.Opted for dinner menu flavours burst in your mouth..Definitely worth the wait.,5.0
"Been trying to dine here for a while and we finally scored a table, woohoo! 
Lovely dining space. Wonderful staff all round. We were a party of 6 and we got to sit in the little private alcove. Opted for the a la carte menu...(4-courses) but got fed so much more than anticipated. All the dishes were so beautiful and flavours were innovative, quirky, well put together. I really enjoyed the oyster and caviar tartlet canapé and the foie gras starter. The chocolate souffle was to die for. By the time the petits fours came out we were ever so full, we could barely eat another morsel. 
A really enjoyable evening and kudos to the team for such brilliant service.More",5.0
The Lunch menu at 65 euro is quite reasonable for these post covid times. The food is fantastic and the staff are great too. They had wine at reasonable prices too. The bottle I ordered was 55 euro. What I particularly liked was that they...More,5.0
"Ok it was our darling son's last night before off to USA next morning, so delighted to say this was a memorable experience from start to finish.....lucky to get a table, thank you M.D. Well deserved two stars that is for sure, we were fortunate...More",5.0
"6 of us were back to try the tasting menu at lunchtime under new ownership / two stars. We took the matching wines with the testing  and neither disappointed. Really really great food accompanied by great wine and service that was professional, relaxed and friendly....More",5.0
One of the standout dining experiences we have had this decade. Full tasting menu with no flops. Just accurate delicious food!!! We dined at the Chef’s table/booth area. Very fun to be in the hub bub but I think next time we go (and we...More,5.0
"Stunning ! 

Absolutely amazing experience. Great staff, good wine selection  and insane food ! Thanks for a great dinner.",5.0
From arrival to departure treated as special. Tasting menu dishes beautifully presented and delicious.,5.0
"We had a booking here for last Thursday and had decided on the six course tasting menu, and boy, was it superb.  The staff were from the beginning to when we left the most pleasant ,professional ,jovial  and made the whole experience. 
The food was...More",5.0
"I was initially apprehensive about going to such a highly regarded venue, as I'm not a big fan of high formality. However, the atmosphere is friendly and welcoming. The servicing staff are professional, knowledgeable and attentive. One of my friends had allergies and they dealt...More",5.0
"Had a really incredible lunch here. The food, the wine, the service, the staff all just excellent, I can see why it’s considered the best restaurant in the country",5.0
"5/5 
Put this restaurant on your bucket list. It’s the most exquisite food you will taste. I think this is probably the best restaurant I have ever eaten in. Each course was extraordinary. We went for the taster menu so got to try lots of...More",5.0
Hard to give words to have fabulous a experience this was. All I can say if you have the opportunity to dine in Chapter one grab it with both hands!!! Lunch amazing value .,5.0
"Absolutely stunning ! 

Loved the food, it is very well executed, sharp to the eyes and taste wise. 
 
To have eaten in the green house in the past, we can clearly say that the chef already put his strong style of food and can not...More",5.0
"I'm not sure any review I leave can do justice to the incredible evening I had in Chapter One last Saturday. Phenomenal food, gorgeous wine, fabulous staff. Impeccable attention to detail. Will be making it an annual pilgrimage. For reference we did the tasting menu...More",5.0
This is an amazing restaurant and the food and wine are just top class. It is very expensive so more for a special occasion but it is probably good value for such excellent food. There were no Vegan options available but the vegetarian option was...More,4.0
"We had the lunch tasting menu and everything was fabulous.  We were welcomed with warmth into a beautiful space to a lovely table.
We had great advice from Paul on our wines and then we started to enjoy each mouthful of every course.  The amuse...More",5.0
Have eaten in chapter one many times and have never been disappointed which didn’t change in any way on this visit. The food was excellent and service was good also but recent critic reviews left me expecting more. Favourite dish was the fois gras starter...More,4.0
"Have been to Chapter One several times in the past but yesterday’s visit was on a whole new level. Their lunch menu was unreal. Food was exceptional, service was excellent with friendly staff & efficient service. Thoroughly enjoyed every minute of our afternoon.",5.0
"Have dined here before but this restaurant has gone up a notch or two since it's recent change ..... from start to finish the night was spectacular. The service was first class, and appropriately pitched between friendly and non intrusive. The food, Taster Menu, was...More",5.0
We have always liked this place and haven bean eating there for many times before. I have to say it is with very good standings and easliy our favorite in Dublin for certian,5.0
Arriving the week after the superb Irish Times review was published expectations were high and they were easily surpassed - an epic gastronomic experience on a par with the best French Michelin star restaurants and as another reviewer has commented they deserve the second star....More,5.0
"I've been to Chapter One several times over the years and have always been very happy. This time it was the best ever!! They raised the level and I'll be very surprised if they don't get the second star next time.
Absolutely wonderful, exciting and...More",5.0
"It wasn't my first time in Michelin restaurant, but it was definitely the finest.
beautiful place, professional and personal service!
The food was tasty and brilliant!
recommend for all.",5.0
This is a great restaurant but it does need to work on the gluten free end of things. In particular the gluten free bread. As a mitchelin star restaurant the quality of such a basic item needs to be better. It would be great to...More,4.0
"The absolute best dining experience we've ever had, anywhere. Every single item was perfection. We just didn't want it to end. We almost forgot there was a pandemic going on and just escaped for the moment with the pleasant vibe. Would highly recommend for a...More",5.0
Absolutely excellent restaurant and very good wine tasting menu to complement. Service is exceptional.,5.0
"We had dinner last week. It’s not a meal it’s an amazing experience. The staff are friendly, experienced and obviously enjoy and love what they do. Ross Lewis came out and chatted about his passion, the food, the restaurant and the art! The meal was...More",5.0
"Had a most beautiful experience and  meal here     Taken by our son for a 30th wedding anniversary meal.   Made feel so welcome from start  to finish ,  most covid efficient,     Food was exceptional as was service   

 We had the most joyous amuse bocce,  little starers...More",5.0
Great experience by a well trained and very professional team. Food was exceptional and the service was equally as good. We attended the chefs table and each of the dishes was a delight. We paired these with the matching wines which were also fantastic. I...More,5.0
"Our return to probably our favourite Restaurant.
Chapter 1 a hidden gem in heart of Dublin but found by its sheer reputation for the Michelin star restaurant that it is.
What an experience and altough we have visited previously Ross Lewis and his team make...More",5.0
"The decor, ambiance, food, wine and service are outstanding. When you arrive, you know you're going to have a special evening. We opted for the tasting menu with wine pairing. At 200 per head it actually represents great value for money considering the calibre of...More",5.0
We ate at the chefs table just before lockdown and it’s truly superb. Just sit and enjoy the whole experience including the wine pairings. You will be truly impressed and delighted.,5.0
"Memorable and unlike some, lives up to all the hype. Each course better than the last and thoroughly recommended.",5.0
We booked a table as an anniversary treat. The only time available was 17.15 so we had the pre-theatre menu which  is very good value for the quality. I had the duck breast for starter and my wife had the crab meat. Both really good....More,5.0
"We have been to Chapter One on various occasions and on each occasion it has lived up to its reputation as one of the finest restaurants.
On this occasion we went with the Premium Dinner Menu (€120 each) and the wine pairings (€80ea).

The food...More",5.0
"I'd give six stars if I could! This is an exceptional restaurant, not fussy, a homely feel, yet very professional. Thank you to the front of house staff.
No description I can write would do justice to the food. It's not just good food, well...More",5.0
"Has always been my favourite restaurant in Dublin, my previous reviews are testament to that. Have frequented the establishment many times over the years but this was the first time back since the change in the front of house staff.

We dined here on Wednesday...More",4.0
"Upon arrival at Chapter One, we were very pleasantly greeted by the staff. We were shown to our table, our guests were running a little late but the staff were so patient and understanding- which really this was surely annoying for them! The food and...More",5.0
"Excellent, ambience, food and service. There is great space between tables for conversation. The food was beautifully described, cooked, presented and very tasty. The service was discrete, efficient and friendly.",5.0
From the moment we walked in we felt the warmth and friendliness of this great 5 * restaurant. We chose the four course dinner and sat back to take in the ambiance. We chose a lovely red french Malbec and as I am dairy free...More,5.0
The pre-theatre menu is an excellent deal and the food was delicious. Staff are friendly and welcoming so service was great. Cocktails are delicious too!,4.0
We were in a party of 6 at the chefs table and everyone had the most amazing 8 course tasting menu. If you like wine I would go with the full experience. All of the delicious courses were explained In detail by Declan whose love...More,5.0
"Excellent restaurant,beautiful food, great service, not cheap, but not over priced, great experience,crockery a bit boring, I will be back the next time I want to treat myself, as it’s the benchmark for excellence.",5.0
"4 of us ate at the chefs table on Saturday night and had an absolutely superb meal and service. See our menu appended as a photo. The ravioli, the rabbit main and desert were our favourites. But all were excellent and as it’s 6 or...More",5.0
"Had the pleasure of dining in Chapter one on Wednesday evening last and it lived up to everything I had heard about it. The service, the food, the surroundings all first class well worth a visit. Will definetely go back. Finished off the evening with...More",5.0
"A top restaurant in Dublin and recommended to try.

We appreciated the service but I think the restaurant should handle the dishes and cleanliness of the food more carefully.

Dinning there was a good experience especially for dinners before shows.",5.0
You will be cosseted by the attentive service and beautiful presentations.  The amuse bouche which started our meal was a mouth watering morsel of a cheese filled concoction.  I couldn’t fully understand the heavily French accented description but it was delicious.  They next served us...More,5.0
"We did the tasting menu - most of the courses were really good but the portions were tiny. Dessert was not nice at all, I left most of it on the plate. We found the whole experience less inspiring and way more expensive, comparing to...More",4.0
"Last evening we enjoyed an exceptional evening at Chapter One restaurant.  This is a really special place, the staff from arrival are warm, welcome & friendly.   The general manager Danny Desmond spends time checking in & making your guests feel special.  Sinead managed our party...More",5.0
"Our first time at Chapter One, it won`t be our last. One of the best food experiences ever. Simply delicious. Each course was a delight and the entire staff could not have been more attentive to our needs.
This was a treat and were lucky...More",5.0
"I had the opportunity to have dinner here recently, after my last visit being 4 years previous. 

As you enter Chapter One, you are greeted by the very welcoming and pleasant host. This is experience begins as soon as you enter the dining room, first...More",5.0
"I was in this restaurant for the first time ever last Friday and what an experience.
From we walked in the door until we left, the staff could not do enough for us.  We were given a choice to go to the bar for a...More",5.0
"I have never felt more compelled to write a review than after our visit to Chapter One on a recent trip to Dublin.  From the moment we stepped into the restaurant we were treated like valued guests.  The entire wait staff was amazing, knowledgeable and...More",5.0
I really enjoyed all the great tasting and beautifully presented courses. The staff was excellent. Great value for the experience. ... especially when your treated by your loved one.,5.0
Great atmosphere and wonderful food. The food delivery was timed perfectly nad never felt rushed. Service excellence!,5.0
We have wanted to eat here for a while and it did not disappoint. It is probably some of the best food we have had in Ireland. The tasting menu and paired wines were well-matched and the service was faultless. The restaurant itself is nice...More,5.0
"This place is top class! Food was superb,the wine and sommelier were top class,staff so knowledgeable and welcoming. A rare but wonderful treat.pre theatre is unbelievable value",5.0
"Was here for dinner with a small group of 6.  The restaurant is a bit off the main road but easy to find.  It is downstairs in a basement like area with a ""cave-like"" feel, which adds significantly to the superb ambiance.  We had a...More",5.0
"Best dinner ever, I will always visit this place when I come again to Dublin. The sommerlier was great and I reccomend you led him do some Irish coffe for you.",5.0
"I would not hesitate to recommend this beautiful restaurant. We were greeted as regulars even though it was our very first time - which was so lovely it felt like the team really were happy to have us there. The food was delicious, and the...More",5.0
"Went with my Wife last night and had the Tasting menu, Eight courses of pleasure. But the thing that makes this makes ChapterOne special is the the friendliness of the team. 11 out of 10 for service. 

Thank you Again and already looking forward to...More",5.0
"I can honestly say the the entire experience in Chapter One was outstanding. The restaurant is small, intimate, cosy and unassuming. The staff there are warm, welcoming and attentive without being intrusive. The food was outstanding from the starter to the dessert with subtle tastes...More",5.0
"We came as 3 people to Chapter One and chose 4 courses from the A La carte Christmas themed menu. Every course was exceptional, beautifully presented and every ingredient blended perfectly. The staff are superb and our choice of wine was outstanding. Having been to...More",5.0
"We had the tasting menu and were blown away, Most of the dishes were excellent with only one or two lacking or at least not to our tastes. Service was very good and prices reasonable.",5.0
"My husband and I decided to do the tasting menu with the wine pairings. It was worth every penny! The portions are small, but there are about 9 of them, plus bread, so there was no way we were leaving hungry! Very generous pours on...More",5.0
"The tasting menu was one of the best we've had anywhere in the world. Well thought out and paced, each dish was beautifully composed. Each dish was appropriately sized but deeply flavored. The service absolutely outstanding. Highly recommended.",5.0
We had the pre theatre menu. The service and food was exceptional. It was excellent value for money.,5.0
"Really great place where you can eat in Dublin. Great staff, atmosphere, great selections of wine and the food was amazing!! A must go restaurant if you want to eat well in Dublin.",5.0
Impressed by the service and welcoming staff. The food was wonderful and the knowledge of the staff (sommelier top notch) was excellent. Thank you for a wonderful evening!,5.0
The food was good but not amazing (and rather small portions). Service was top notch and the atmosphere was typical of a high end restaurant. We found a few other restaurants in Dublin that were even better quality for a much better price.,4.0
"Friends and I visited Chapter One for Pre-Theatre dinner last week. The service and food was simply perfection. Wonderful choice and quality of food, cocktails and wine matched by impeccable service. Hands down the best fine dining experience in Dublin and the Pre-Theatre menu is...More",5.0
"I stayed across the street from this restaurant and popped in randomly during a rainy Friday afternoon.  fantastic service and food!  great small plate options and the bread options were fantastic.  best duck i've ever tried, as I ordered the salt marsh duck and black...More",5.0
"My family recently celebrated a 21st in chapter one. This wasn’t our first or last visit!! 
Everything about this restaurant is incredibly proficient, not to mention the attention to detail.thank you to all the staff for making my daughters evening special.",5.0
"Was amazed and blown away by Chapter One. I had the 3 course pre-theatre menu (very pleasantly surprised to see a Michelin starred restaurant offering this), each course was full of flavour and perfectly presented. Staff were friendly and welcoming, the overall vibe of the...More",5.0
"From start to finish, the whole experience here was amazing. The service was impeccable, the food was divine (we opted for the 4 course menu) and the atmosphere was perfect. Not too stuffy, which can often be the case in Michelin star restaurants.",5.0
"Exceptionally good restaurant in an area I wouldn’t normally visit. We had the Friday lunch menu, the food and service was excellent.",5.0
"It was lovely! The food was amazing and Paola had us in stitches from the time we walked in the door. Terrific service, fun atmosphere and delicious food!",5.0
Lovely food and great service. Was quite expensive by my standards but wouldn’t consider it overpriced. Would definitely recommend.,5.0
PHX is quite trendy but the food is totally unpretentious and the prices are very reasonable. The 3 courses for €33 is hard to beat for the quality on offer. The spicy wings were great and we both really enjoyed the duck for main. Prices...for drinks were really reasonable too. Service was friendly and there was a really nice atmosphere in the restaurant. Well worth a visit.More,4.0
"We went to PHX as a walk in, and recieved a lovely welcome. The service was fantastic throughout our dinner and the food was delicious.
Highly recommend eating here. The chefs, and front of house are an asset to this restaurant. 5* review without a...doubt.More",5.0
"Visited around three in the afternoon, was treated and greeted very well and the meal was so nice.
Would recomend highly.",4.0
"Our impromptu drop in for early dinner exceeded exceptions. Thanks to our great server Ross for recommending the vegan steak (mushroom) with chimichurri as well as the Irish Chicken. In turn I'm paying that recommendation forward - thumbs up on both dishes. Delicious flavors perfectly...cooked.  Cozy place, welcoming staff. For those visiting Dublin, PHX is conveniently located along the Liffey and on the route of the hop on/off buses (red big bus and green dodublin bus). And yet it seems PHX is a place frequented by locals. Check it out.More",4.0
"This has been the best meal we have had on our trip
To Ireland! Paula and Colum gave us fantastic service and we’re very personable and friendly. The meal was extraordinary, definitely try the duck! The carrot
cake for dessert is a must.",5.0
Seen this cosy restaurant online with the girlfriend and decided to try it out. Walked in without a booking and luckily (because it was packed) the front of house was nice enough to tell us to wait 5 mins to see what he could do...and fair play to him got us a table. This restaurant has a cosy feel and a great value menu. We had starters which were delicious a soup and garlic baguette. Our mains a chicken supreme chicken and a steak was gorgeous the sauces amazing and i have to say a special thanks to our waiter colum very professional i like his style. Highly recommended guysMore,5.0
"Phenomenal meal at PHD last night. I mean absolutely superb.  Fresh, delicious, local produce. I had carpaccio and then the lamb. My friend had pate and hale. It was the best meal we have had in a long time. They catered for my lactose intolerance...without blinking.

Sarah and Paula were attentive but unobtrusive.  

You will not regret booking a meal here, you might only regret not booking early enough.

Highly recommendedMore",5.0
3 business colleagues at here. Everyone's food was excellent and service couldn't be faulted. Thanks,5.0
"Close to the Temple Bar area of Dublin is a small restaurant that stands apart.  PHX (after Phoenix) is a small trendy restaurant with great food.  I had smoked mackerel cakes as an appetizer and baked hake with bread crumbs in a lemon cream sauce....They were both well-cooked, moist and flavorful.  My wife had Seared Beef Carpaccio w/truffled mushroom sauce, fried capers, and rocket lettuce, and parmesan as a starter.  It was a ""party in your mouth.""  She had Roast Irish Chicken with herb mash, and rosemary carrots all in a tasty Madeira jus reduction.  This was also delicious.  For dessert we shared a Yogurt, Vanilla, Panna Cotta sitting in Chantilly Cream, berry compote, berry sauce, and topped with almonds.  A great finish to a great meal. We had Sauvignon Blanc to go with our meals.More",5.0
The food was so spectacular. I ordered the sirloin steak and my friend had the lamb rump. The meat was cooked to perfection. The desert was lovely. The carrot cake was so fresh and tasty. The Pana cotta so light and fluffy. It was unreal....I completely recommend this restaurant and endorse it wholeheartedly. There was good conversation with the other patrons. Very friendly and just a nice night out.More,4.0
"This was a wonderful dining experience with 4 friends all from the United States.   It is a charming intimate bistro.  All the dishes were delicious but especially the fish and chips.  The fish batter was so light!
Service was attentive and friendly.",5.0
"Our food, drinks and experience were amazing! Will definitely be back! Our server colum was so nice and helpful! A credit to the place for sure!",5.0
"we like everything : the food was very tasty , the atmosphere very nice and we receive a very kind service.
one of the best restaurant we were in Dublin",5.0
The good is good and the service is perfect but there isn’t Wi-Fi available. The waitress is very patient with the payment,4.0
"We were unaware of this restaurant and did not have a reservation.  It was busy but they fit us in between two groups.  The food is amazing. We did the three courses (mushroom tarragon soup, baked Hake, and creme brûlée for me, salad, chicken supreme,...More",5.0
"We loved this spot. The food was so good, priced affordably, and healthy. Our waiter Collum was literally the best you could ask for. Knowledgeable about the menu, personable, and a smile that could make you weak in the knees. What a proper lad. Highly...More",5.0
"Well presented food, tasty, professional and friendly staff. 
We both enjoyed our meal at PHX, it's slightly away from the typical tourist haunts, but all the better for it. However as it's only a 2min walk to the Smithfield tram stop this is no issue...More",5.0
"Amazing food and staff, always friendly and helpful.  Steak and pate finger licking good, nice portion size, good wine selection and good desserts. Highly recommended.",5.0
"Near a lot of fun places - Temple Bar, the river, etc. Great place with vegetarian options. Relaxed but good service.",5.0
"A nice place, very busy, make your reservations in time, the meat is awesome, the only thing .. is a very formal service .. A bit tooo relaxed.",4.0
Found this place after doing the usual TA review analysis and was not disappointed. The service was excellent and the food was even better. The beef carpaccio was sublime and both the steak frites and burger were just perfect. Reasonably priced too with a nice...More,5.0
"We visited this restaurant during our ""Hop on Hop off"" tour of Dublin. Just needed something to eat so we didn´t think too much of the place as we walked in.

We were pleasantly surprised however as the food was actually quite good. The service...More",3.0
"The food was so delicious, personal was kind and helpful. We had perfect steaks and incredible steak truffle ciabatta.
Thank you very much!",5.0
"A big group of us came from Phoenix Arizona in the US to Ireland for a wedding. While here, we thought it would be fun to eat at this restaurant because of the name for a little taste of home with an Irish flair… That’s...More",5.0
"Great atmosphere and really amazing staff and the food was even better. 
Our first meal with our sons girlfriends parents from USA. The staff couldn’t do enough for us and were really helpful, honestly when we are back in Dublin we will be coming back...More",5.0
"Have been there many times in different occasions... never left disappointed! Outstanding service, very reasonable price and delicious food.",5.0
"The setting on the river was beautiful and we enjoyed the atmosphere the entire meal.  The wine selections was very good and the Mojito was very tasty.  Having two and three course options worked very well, giving us shared appetizers and desserts amongst the five...More",5.0
"Our daughter went on a food tour and the guide highly recommended PHX, which we took as a promising sign. It was fabulous. And Sarah our server was one of the best we’ve ever had. If you’re in Dublin, you have to try it.",5.0
We did not have a reservation so they did not have a table for us on arrival. The hostess suggested  other restaurant options but said they could accommodate us in about 75 minutes. We decided to wait for that time and explored the area while...More,5.0
We decided to try somewhere that we had not eaten in before and this was just a terrific find. We booked an early evening meal on a Monday night and arrived at 6pm.  The staff are very courteous and friendly and while this place appears...More,4.0
"One of the best restaurants we have eaten at in many years.  Too service. Carpaccio appetizer, mushroom risotto, and garlic zucchini soup were great. Italian white wine good too.",5.0
"Best steak I've had in Dublin - steak frites was just outrageous. 

Gambas to start was unreal. 

Service incredible. 
Can't wait to be back here.",5.0
"We celebrated a special family occasion here recently which meant that we took over most of the restaurant on a Saturday afternoon! Everything from start to finish, including initial organization with Carolina, was absolutely flawless.  Even though we were a large group, the food and...More",5.0
My wife and I stumbled on this wonderful place not very long after FINALLY arriving in Ireland after a long and delayed flight from the US. We were incredibly hungry and are so glad that we somewhat randomly chose a place with very knowledgeable and...More,5.0
"This excellent value for money eatery came highly recommended by a trusted source. It did not disappoint. Easy going but efficient service coupled with top-notch food (the steak frites dish was one of the best I’ve had), it’s well worth a visit.",5.0
"We visited here for my surprise 50th birthday that my wife booked, it’s a lovely place, nice vibes and the food we had was awesome ( liver pate’ and steak frites ) excellently priced, our servers were so nice, big shout out to Collum and...More",5.0
"Perfect for any occasion - whether it’s date night or a night with the girls, prices are very reasonable and the service was fabulous.",5.0
What a great find … enjoyed a relaxing meal with excellent service and well prepared food. We opted to eat just the main dishes this visit but plan to return for full meal at least one more time during our stay. I had the lamb...More,5.0
The servers are knowledgable and friendly. Excellent service and food presentations and flavors excellent. Not stuffy at all. Enjoy a cocktail or ask your server for a wine recommendation to pair. On our visit to Dublin we went twice. Highly recommend!,5.0
"We spent our Easter Lunch here and we really loved it.
Staff was very friendly and welcoming, food looked amazing and tasted absolutely delicious!!!
We highly recommend to try it, we will definitely be back soon.",5.0
Have been lots of times and it never fails to please.  Went with some friends who have not been there before and they really enjoyed it too.  The food is really tasty and well presented.  The staff are really attentive from the moment you walk...More,5.0
"The food was allright, but the wait was way too long. Yes, we were a group of 11 friends, but more than an hour for rare meat is way too much. The food was plated really well, but the portion sizes was small enough, that...More",2.0
Went with a friend here twice in one weekend. No comparison our best meals of the trip. Service was outstanding a Warm recommendation.,5.0
